factors,total_quantum_cycles,computation_time
"(2, (2, (3, 829)))",196,44070
9949,133,3694
"(2, ((5, 5), 199))",129158,778484885
"(3, (31, 107))",227071,1670381425
"(2, (2, (2, (2, (2, 311)))))",208,14869
"(269, 37)",33266,349764604
"(2, ((7, (3, 3)), 79))",45969,306088915
"(5, (181, 11))",35169,337362954
"(2, (2, (19, 131)))",16468,99901473
"(3, 3319)",166,30803
"(2, (383, 13))",228029,2076632817
"(23, 433)",110238,1176659840
"(2, (2, (2, (3, (83, 5)))))",23866,113504305
"(7, 1423)",16688,190134821
"(2, (17, 293))",13653,95816375
"((3, (3, (3, (3, 3)))), 41)",171598,1233841636
"(2, (2, (53, 47)))",8396,90474064
"(5, 1993)",44188,449546751
"(2, (11, (3, 151)))",12062,49837823
9967,133,5628
"(2, (2, (2, (2, (7, 89)))))",21248,119599125
"(3, 3323)",166,13264
"(2, (5, 997))",20303,200641919
"((13, 13), 59)",117195,1113462885
"(2, (2, (3, (3, 277))))",16429,109878582
9973,133,4883
"(2, 4987)",148,5816
"(7, (3, ((5, 5), 19)))",38603,192985158
"(2, (2, (2, (29, 43))))",283,19065
"(11, 907)",60714,516921444
"(2, (3, 1663))",181,14737
"(17, 587)",44238,463259296
"(2, (2, (5, 499)))",81218,558607810
"((3, 3), 1109)",8299,51221536
"(2, ((23, 31), 7))",27980,190219342
"(67, 149)",440266,4823232712
"(2, (2, (2, (2, (2, (2, (2, (2, (3, 13)))))))))",13534,49855698
"(5, 1997)",188,16403
"(2, 4993)",148,7481
"(3, 3329)",11166,123454590
"(2, (2, (11, 227)))",89344,596705419
"(7, 1427)",5688,53913519
"(2, ((37, 5), ((3, 3), 3)))",55102,372653888
"(97, 103)",176266,1966735381
"(2, (2, (2, 1249)))",178,10035
"(3, 3331)",11166,113577107
"(2, (19, 263))",33753,263376936
"(5, 1999)",11188,96361486
"(2, (2, (3, ((7, 7), 17))))",10778,63524421
"(769, 13)",55214,590233536
"(2, 4999)",148,12618
"((3, 101), (11, 3))",30880,169511721
"(2, (2, (2, (2, (5, (5, (5, 5)))))))",261380,1686632340
"(137, 73)",55266,590010289
"(2, (3, 1667))",6881,63649170
"(7, 1429)",188,21717
"(2, (2, (41, 61)))",8396,59598008
"(5, (3, (29, 23)))",19998,96802733
"(2, 5003)",148,8096
10007,133,2700
"(2, (2, (2, (139, (3, 3)))))",60244,483230295
10009,133,8123
"(2, (13, (5, (7, 11))))",60187,283329062
"(3, (47, 71))",137999,1057143148
"(2, (2, 2503))",163,6721
"(17, (31, 19))",26815,199909899
"(2, (3, 1669))",181,64598
"(5, 2003)",27688,288229888
"(2, (2, (2, (2, (2, 313)))))",208,11496
"((3, 3), (3, (53, 7)))",88687,608247578
"(2, 5009)",148,11974
"(233, 43)",49766,415517246
"(2, (2, (3, (5, 167))))",29351,183885557
"(11, 911)",66214,716953090
"(2, 5011)",148,6838
"((13, 3), 257)",247,17200
"(2, (2, (2, (7, 179))))",37033,213029833
"(5, (5, 401))",9443,50442095
"(2, ((3, 3), 557))",39314,289491113
"(37, 271)",22266,268385019
"(2, (2, (23, 109)))",81268,752121513
"(3, 3343)",166,41872
"(2, (5, (59, 17)))",168308,1006487021
"(7, 1433)",5688,73666015
"(2, (2, (2, (2, (11, (19, 3))))))",50679,296653381
"(127, 79)",66266,770166908
"(2, (29, 173))",201253,1846550194
"(5, (3, (3, 223)))",5754,59601569
"(2, (2, (193, 13)))",16444,116759282
10037,133,5493
"(2, (3, (7, 239)))",6936,49958388
10039,133,5043
"(2, (2, (2, (5, 251))))",9433,63597152
"(3, 3347)",22166,265359931
"(2, 5021)",148,5901
"(83, (11, 11))",163995,1155133608
"(2, (2, (3, ((3, (3, 3)), 31))))",47967,408961872
"(7, (41, (5, 7)))",33798,206698405
"(2, 5023)",148,13674
"(3, (17, 197))",65371,698080915
"(2, (2, (2, (2, (2, (2, 157))))))",223,13609
"(13, 773)",82714,962315224
"(2, (5, (3, (5, 67))))",46191,301314959
"(23, (19, 23))",161415,1778840603
"(2, (2, (7, 359)))",32618,229684358
"(3, (3, 1117))",19299,186634757
"(2, (11, 457))",67229,603267136
"(5, 2011)",188,13303
"(2, (2, (2, (3, 419))))",27811,183354728
"(89, 113)",27766,312514125
"(2, (47, 107))",53881,564084252
"(3, (7, 479))",5721,46638221
"(2, (2, (5, 503)))",24518,250301287
10061,133,6179
"(2, ((3, 3), (13, 43)))",32295,233042418
"(347, 29)",66238,680389795
"(2, (2, (2, (2, (17, 37)))))",10798,62965696
"((11, 3), (5, 61))",302,51161
"(2, (7, 719))",114103,1063325389
10067,133,5394
"(2, (2, (3, 839)))",8296,56610685
10069,133,3998
"(2, ((53, 19), 5))",28008,156844358
"(3, (3, (3, 373)))",64932,546439208
"(2, (2, (2, 1259)))",178,8758
"(7, 1439)",44188,516871759
"(2, (3, (73, 23)))",73886,543352950
"(5, (5, (13, 31)))",21296,109800906
"(2, (2, (11, 229)))",16444,136998214
"(3, 3359)",5666,86350696
"(2, 5039)",148,8073
10079,133,3334
"(2, (2, (2, (2, (2, (((3, 3), 7), 5))))))",28251,236617652
"(17, 593)",38738,440262049
"(2, (71, 71))",596581,4606401748
"(3, 3361)",16666,141728553
"(2, (2, 2521))",163,6584
"(5, 2017)",188,9156
"(2, (3, (41, 41)))",577414,3907567022
"(7, (11, 131))",49869,477572017
"(2, (2, (2, (97, 13))))",9459,62559922
"(3, (19, (3, 59)))",8404,59195866
"(2, (1009, 5))",6903,67014428
10091,133,5102
"(2, (2, (3, (29, 29))))",614973,4156466300
10093,133,5327
"(2, (7, (103, 7)))",66158,547928227
"(5, (3, 673))",42521,306611097
"(2, (2, (2, (2, 631))))",193,13791
"(23, 439)",176238,2036561283
"(2, (17, ((3, (3, 3)), 11)))",31300,206634542
10099,133,6592
"(2, (2, (5, (5, 101))))",107173,683774625
"(3, ((37, 13), 7))",20202,153154902
"(2, 5051)",148,8682
10103,133,3277
"(2, (2, (2, (421, 3))))",27811,246857908
"(5, (43, 47))",44421,394604252
"(2, (163, 31))",13653,225441177
"((3, 3), 1123)",8299,58135940
"(2, (2, (19, (7, 19))))",146095,1261644767
"(11, 919)",33214,382100870
"(2, (337, (5, 3)))",21736,180992460
10111,133,7124
"(2, (2, (2, (2, (2, (2, (2, 79)))))))",238,20296
"(3, 3371)",166,59185
"(2, (13, 389))",161029,1566708076
"((7, 5), (17, 17))",82920,461462733
"(2, (2, (3, (3, 281))))",229,20687
"(151, 67)",11266,101678841
"(2, 5059)",148,10082
"(3, 3373)",5666,59917406
"(2, (2, (2, (23, (5, 11)))))",58586,277683740
"(29, 349)",154238,1999173319
"(2, (3, (7, 241)))",236,22231
"(53, 191)",33266,307370518
"(2, (2, 2531))",163,11388
"((5, 5), ((3, 5), (3, (3, 3))))",81897,518891570
"(2, (83, 61))",13681,124336577
"(13, (41, 19))",32319,305891102
"(2, (2, (2, (2, (3, 211)))))",10726,58849873
"(7, 1447)",16688,171091202
"(2, (5, 1013))",203,15131
"(3, (307, 11))",32647,239456604
"(2, (2, (149, 17)))",24568,197239972
10133,133,4778
"(2, (3, (3, 563)))",78014,620103299
"(5, 2027)",38688,429974696
"(2, (2, (2, (7, 181))))",9433,87752292
"(3, (31, 109))",27471,399475971
"(2, (137, 37))",6981,61069839
10139,133,4839
"(2, (2, (3, (5, (13, 13)))))",654880,3635210587
10141,133,9936
"(2, (11, 461))",20329,179616177
"(3, ((7, 7), (3, 23)))",109581,567622581
"(2, (2, (2, (2, (2, 317)))))",208,12171
"(5, 2029)",27688,317976038
"(2, (3, (89, 19)))",52186,521258176
"(73, 139)",11266,123402030
"(2, (2, (43, 59)))",162296,1326834156
"(3, (17, 199))",78671,696253141
"(2, ((29, (5, 5)), 7))",55685,393304327
10151,133,11703
"(2, (2, (2, (3, ((3, 3), 47)))))",47777,282513446
"(71, (13, 11))",19095,134562966
"(2, 5077)",148,16812
"(3, (5, 677))",221,91057
"(2, (2, 2539))",163,10007
"(7, 1451)",5688,66347414
"(2, (1693, 3))",53781,520104750
10159,133,9845
"(2, (2, (2, (2, (5, 127)))))",10748,63276757
"(3, (3, 1129))",199,30562
"(2, 5081)",148,10044
10163,133,4667
"(2, (2, ((7, (11, 11)), 3)))",68980,493220895
"(19, (5, 107))",222293,1511183042
"(2, ((17, 13), 23))",20306,155039069
"(3, 3389)",5666,50751329
"(2, (2, (2, (41, 31))))",27883,158378878
10169,133,4453
"(2, (5, (3, (113, 3))))",39769,274515403
"(1453, 7)",38688,419814976
"(2, (2, 2543))",163,7484
"(3, 3391)",11166,120430698
"(2, 5087)",148,13611
"(11, (37, (5, 5)))",73824,459632912
"(2, (2, (2, (2, (2, (2, (53, 3)))))))",13556,84145705
10177,133,16773
"(2, (7, 727))",53803,572469876
"((3, (3, (29, 3))), 13)",51085,403808845
"(2, (2, (5, 509)))",16418,129547703
10181,133,4501
"(2, (3, 1697))",6881,53310398
"(17, 599)",238,14804
"(2, (2, (2, (19, 67))))",129083,876843465
"(97, (5, (3, 7)))",16276,133051407
"(2, (11, 463))",134229,1314704760
"(61, 167)",588766,6765324980
"(2, (2, ((3, 3), 283)))",40729,344602654
"(23, 443)",238,11628
"(2, (5, 1019))",203,9771
"((3, 79), 43)",299,13290
"(2, (2, (2, (2, (13, (7, 7))))))",133251,741997800
10193,133,12455
"(2, (3, 1699))",40381,370396030
"(5, 2039)",188,14726
"(2, (2, 2549))",163,7412
"(3, (11, (3, 103)))",21980,194358591
"(2, 5099)",148,10919
"(7, (31, 47))",51693,435380511
"(2, (2, (2, (17, ((5, 5), 3)))))",33293,161066427
"(101, 101)",500766,5359447743
"(2, 5101)",148,7929
"(3, (19, 179))",232571,1892880200
"(2, (2, 2551))",163,7247
"(5, (13, 157))",42569,276732676
"(2, (7, (3, (3, ((3, 3), (3, 3))))))",211468,1466631315
"(59, 173)",275266,2870195104
"(2, (2, (2, (2, (2, (11, 29))))))",12061,89725478
"(3, (41, 83))",49199,423781298
"(2, (5, 1021))",13603,123035351
10211,133,9344
"(2, (2, (3, (37, 23))))",10801,62892607
"(7, 1459)",44188,423314916
"(2, 5107)",148,7281
"(5, (3, (3, 227)))",27254,200177242
"(2, (2, (2, 1277)))",178,12315
"(17, 601)",11238,104899393
"(2, ((3, 13), 131))",6962,44029981
"(929, 11)",49714,465268177
"(2, (2, (73, (5, 7))))",8373,47274246
"(3, 3407)",5666,64445007
"(2, (19, 269))",253,13345
10223,133,2666
"(2, (2, (2, (2, (71, (3, 3))))))",39859,211202363
"(5, (5, 409))",25943,209412876
"(2, 5113)",148,7681
"(3, (7, 487))",89321,673363969
"(2, (2, 2557))",163,8358
"(193, 53)",27766,336630277
"(2, (31, (5, (3, 11))))",33589,181224288
"(13, 787)",60714,675372814
"(2, (2, (2, 1279)))",178,9305
"((3, 3), (3, 379))",45132,333426252
"(2, (17, (43, 7)))",50708,353339373
"((89, 5), 23)",17593,141145377
"(2, (2, (3, 853)))",196,32997
"(353, 29)",82738,1105615469
"(2, 5119)",148,10883
"(3, 3413)",5666,69966745
"(2, (2, (2, (2, (2, (2, (2, (2, (2, (2, (2, 5)))))))))))",220,39210
"(19, ((7, 7), 11))",21296,119931308
"(2, (3, (3, 569)))",9414,49768396
10243,133,3990
"(2, (2, (197, 13)))",56944,403313229
"((5, 3), 683)",19321,186667008
"(2, (109, 47))",33781,304449595
10247,133,4340
"(2, (2, (2, (61, (3, 7)))))",9466,65716964
"(37, 277)",27766,346479705
"(2, (5, ((5, 5), 41)))",313,27268
"(3, (3, (17, 67)))",70604,517209135
"(2, (2, (11, 233)))",244,35257
10253,133,8579
"(2, (3, 1709))",181,22540
"(5, (7, 293))",24543,229868013
"(2, (2, (2, (2, 641))))",193,21888
"(13, (3, 263))",54247,507455973
"(2, (223, 23))",147653,1408635556
10259,133,5447
"(2, (2, (3, (19, ((3, 5), 3)))))",289,68408
"(31, 331)",176238,2220254015
"(2, (7, 733))",33703,261407228
"(3, (11, 311))",113647,981731462
"(2, (2, (2, 1283)))",178,11232
"(5, 2053)",44188,469896626
"(2, (29, (3, 59)))",13586,63597108
10267,133,8560
"(2, (2, (17, 151)))",8368,76769835
"(3, (3, (7, 163)))",66454,523140575
"(2, (5, (13, 79)))",25384,216863055
10271,133,10277
"(2, (2, (2, (2, (2, (3, 107))))))",23841,133237309
10273,133,7898
"(2, (11, 467))",147629,1309683672
"(5, (137, (3, 5)))",13876,110281464
"(2, (2, (7, 367)))",48818,357531698
"(239, 43)",66266,798770261
"(2, ((3, 3), 571))",20314,153405059
"(19, 541)",22238,225342767
"(2, (2, (2, (5, 257))))",9433,51186253
"(149, (3, 23))",5771,59688171
"(2, (97, 53))",114181,950393112
"(113, (13, 7))",41069,339433255
"(2, (2, (3, 857)))",196,42369
"(5, (17, (11, 11)))",552022,3094243194
"(2, (139, 37))",40481,409807738
"(3, (3, ((3, 3), 127)))",70865,696603668
"(2, (2, (2, (2, 643))))",193,15044
10289,133,5372
"(2, (5, ((7, (7, 7)), 3)))",279068,1446534789
"(41, 251)",5766,70176231
"(2, (2, (31, 83)))",275668,2183536008
"(3, (73, 47))",48899,409585562
"(2, 5147)",148,7541
"(5, (29, 71))",38493,383358519
"(2, (2, (2, (13, ((3, 3), 11)))))",22773,116746521
"(7, 1471)",49688,531814366
"(2, (19, 271))",6953,64808142
"(3, 3433)",5666,56551678
"(2, (2, ((5, 5), 103)))",65073,506733298
10301,133,5485
"(2, ((17, 3), 101))",20286,133137385
10303,133,9972
"(2, (2, (2, (2, (2, (2, (7, 23)))))))",13550,96944642
"(5, (3, (3, 229)))",41354,543183409
"(2, 5153)",148,6897
"(11, 937)",27714,293316719
"(2, (2, (3, 859)))",32596,223330351
"(13, (13, 61))",10795,56734647
"(2, (5, 1031))",33703,306588347
"(3, (7, 491))",40721,333734897
"(2, (2, (2, 1289)))",178,16482
10313,133,6875
"(2, ((3, (3, 3)), 191))",30847,236597186
"(5, 2063)",16688,165747531
"(2, (2, 2579))",163,7003
"(3, (181, 19))",19371,164205368
"(2, (7, (67, 11)))",55684,386716349
"(17, 607)",16738,186490983
"(2, (2, (2, (2, (5, (3, 43))))))",40181,226690282
10321,133,9557
"(2, (397, 13))",6929,69777663
"((3, 3), (31, 37))",32304,240399052
"(2, (2, (29, 89)))",8368,66392652
"((5, 5), (7, 59))",34398,176570030
"(2, (3, 1721))",20281,166529246
"(449, 23)",143238,1566725006
"(2, (2, (2, 1291)))",178,10368
"(3, (11, 313))",48847,366710464
"(2, (5, 1033))",203,31521
10331,133,4098
"(2, (2, (7, (3, (3, 41)))))",8384,46467731
10333,133,4764
"(2, 5167)",148,5251
"(5, ((53, 13), 3))",18902,106749614
"(2, (2, (2, (2, (2, (17, 19))))))",23885,109470871
10337,133,4956
"(2, (3, 1723))",181,30811
"(211, (7, 7))",85543,410587009
"(2, (2, (5, (11, 47))))",73799,410025286
"((3, 3), (3, 383))",69032,472998162
"(2, 5171)",148,6515
10343,133,2645
"(2, (2, (2, (3, 431))))",18611,107378318
"(5, 2069)",188,16218
"(2, (739, 7))",6903,51108846
"(3, 3449)",71666,851620408
"(2, (2, (199, 13)))",24544,197250879
"(131, 79)",5766,86131673
"(2, ((3, 3), (5, (5, 23))))",48396,366992810
"(941, 11)",5714,69874685
"(2, (2, (2, (2, 647))))",193,18655
"(17, ((29, 7), 3))",53398,373512547
"(2, (31, 167))",53853,506223434
"(109, (5, 19))",32393,180438896
"(2, (2, (3, 863)))",8296,86823883
10357,133,8576
"(2, 5179)",148,11964
"(3, (3, 1151))",13799,129458526
"(2, (2, (2, (5, (7, 37)))))",288,26775
"(13, 797)",110214,1112072939
"(2, (3, (11, 157)))",34562,244804964
"(241, 43)",5766,59678127
"(2, (2, 2591))",163,7863
"(3, (5, 691))",76321,635535294
"(2, (73, 71))",6981,43876051
"(7, 1481)",38688,460947700
"(2, (2, (2, (2, (2, (2, (2, (3, (3, (3, 3))))))))))",96937,638337439
10369,133,5447
"(2, (5, (61, 17)))",25408,161302931
"(3, 3457)",27666,293379184
"(2, (2, 2593))",163,7587
"(23, (41, 11))",12119,49899015
"(2, ((3, (19, 7)), 13))",20289,118715976
"(5, ((5, 5), 83))",72798,601779839
"(2, (2, (2, 1297)))",178,15804
"(3, (3, 1153))",13799,134495527
"(2, 5189)",148,10573
"(107, 97)",93766,1038400900
"(2, (2, ((3, 173), 5)))",29351,183315428
"(7, 1483)",16688,173440299
"(2, (179, 29))",13653,119861209
"(3, 3461)",166,15305
"(2, (2, (2, (2, (59, 11)))))",42274,285939733
"(5, (31, 67))",113993,957569484
"(2, ((3, 3), 577))",28414,229649375
"(47, (17, 13))",52119,458876070
"(2, (2, (53, (7, 7))))",102073,711476005
"(3, 3463)",166,25107
"(2, (5, 1039))",6903,63125130
10391,133,5243
"(2, (2, (2, (3, 433))))",211,19806
"(19, 547)",16738,173515137
"(2, 5197)",148,14534
"((11, 5), ((3, 7), (3, 3)))",61590,382165376
"(2, (2, (113, 23)))",8368,71296472
"(37, 281)",93766,1099565068
"(2, (3, 1733))",13581,126892001
10399,133,5242
"(2, (2, (2, (2, (2, ((5, 5), 13))))))",12066,74291846
"(3, 3467)",166,31589
"(2, (7, 743))",47103,455793053
"(103, 101)",33266,379912269
"(2, (2, ((17, 17), (3, 3))))",121106,939774372
"(5, 2081)",71688,786610229
"(2, (11, (11, 43)))",45610,326924864
"(3, 3469)",33166,326315808
"(2, (2, (2, 1301)))",178,9054
"(7, 1487)",71688,783623571
"(2, (5, (3, 347)))",38736,343514562
"(29, 359)",110238,1086153424
"(2, (2, (137, 19)))",32668,240133403
"(89, ((3, 13), 3))",5780,70225353
"(2, (41, 127))",114181,996360607
"(5, 2083)",22188,256648103
"(2, (2, (2, (2, ((3, 31), 7)))))",253,26956
"(11, 947)",104714,1190215590
"(2, 5209)",148,11621
"(3, (23, 151))",38171,296600507
"(2, (2, (521, 5)))",8318,53019848
"(17, 613)",55238,600089348
"(2, ((3, 3), (193, 3)))",21247,117145475
"(7, 1489)",5688,72978440
"(2, (2, (2, 1303)))",178,11402
"(5, (3, (5, 139)))",31776,146573207
"(2, (13, 401))",13629,103315979
10427,133,4281
"(2, (2, ((79, 3), 11)))",29777,186915414
10429,133,8801
"(2, (5, (7, 149)))",52958,349776836
"(61, (3, (3, 19)))",19104,136798813
"(2, (2, (2, (2, (2, (2, 163))))))",223,29296
10433,133,8237
"(2, (3, (37, 47)))",9514,89999813
"(5, 2087)",27688,326396673
"(2, (2, 2609))",163,7213
"(7, (7, (3, 71)))",22776,120334488
"(2, (17, 307))",27053,196312546
"((73, 13), 11)",27295,245815857
"(2, (2, (2, (5, ((3, 3), 29)))))",29371,214279769
"(53, 197)",170766,1663280597
"(2, (23, 227))",301753,2486998831
"(3, (59, 59))",81299,583061300
"(2, (2, (7, 373)))",218,16984
"(2089, 5)",11188,133294763
"(2, (3, 1741))",181,53929
"(337, 31)",49738,470163321
"(2, (2, (2, (2, 653))))",193,13873
"(43, (3, ((3, 3), (3, 3))))",80998,625437775
"(2, (5, ((11, 5), 19)))",9511,74665274
"(7, 1493)",38688,418016673
"(2, (2, (13, (67, 3))))",29777,155037753
10453,133,7044
"(2, 5227)",148,8723
"((5, 3), (17, 41))",10826,49861971
"(2, (2, (2, 1307)))",178,8642
10457,133,3544
"(2, ((3, 3), (83, 7)))",48969,280244746
10459,133,4419
"(2, (2, (5, 523)))",8318,48756656
"(3, (11, 317))",148947,1181438578
"(2, 5231)",148,14060
10463,133,5077
"(2, (2, (2, (2, (2, (3, 109))))))",12041,70146673
"((5, 7), (13, 23))",30896,176114626
"(2, 5233)",148,11881
"((3, 3), 1163)",27399,213158031
"(2, (2, 2617))",163,13262
"(19, (29, 19))",16315,150403045
"(2, ((5, 3), 349))",8336,72783382
"(37, 283)",154266,1595488689
"(2, (2, (2, (17, (11, 7)))))",13586,51598697
"(3, 3491)",166,32505
"(2, 5237)",148,4937
"(5, (5, 419))",101243,966277202
"(2, (2, (97, ((3, 3), 3))))",43162,333269783
10477,133,5121
"(2, ((13, 13), 31))",73582,463618742
"(3, (7, 499))",86721,740300327
"(2, (2, (2, (2, (5, 131)))))",21248,109563720
"(47, 223)",5766,63453960
"(2, (3, 1747))",13581,150304546
"(11, 953)",16714,202887549
"(2, (2, 2621))",163,7391
"(3, (3, (5, 233)))",9454,60122934
"(2, (107, (7, 7)))",313058,1890161997
10487,133,9912
"(2, (2, (2, (3, (19, 23)))))",59288,296532551
"(17, 617)",11238,106509797
"(2, (5, 1049))",120803,1071536372
"(13, (3, 269))",10747,65507565
"(2, (2, (61, 43)))",40796,299391685
"(7, 1499)",188,25102
"(2, (3, (3, (11, 53))))",17495,130504467
"(5, 2099)",5688,56314801
"(2, (2, (2, (2, (2, (2, (2, (2, 41))))))))",253,17316
"(3, 3499)",166,12569
"(2, (181, 29))",67253,633281066
10499,133,4591
"(2, (2, ((3, (5, (5, 5))), 7)))",71383,460192280
10501,133,10809
"(2, (89, 59))",281,35441
"((3, 3), (3, 389))",24532,213403981
"(2, (2, (2, (101, 13))))",46259,326261941
"(191, (5, 11))",13569,53350265
"(2, (3, (17, 103)))",9486,93621917
"(7, (19, 79))",64593,586430729
"(2, (2, (37, 71)))",24596,217152720
"(113, (31, 3))",37871,250393967
"(2, (5, 1051))",33703,298047915
"(23, 457)",253238,2841063332
"(2, (2, (2, (2, (3, (3, 73))))))",13559,53340259
10513,133,6120
"(2, (7, 751))",40403,420228032
"(5, (701, 3))",35521,294737637
"(2, (2, (11, 239)))",244,35992
"(13, 809)",49714,571620383
"(2, (3, 1753))",181,14041
"(157, 67)",82766,956623280
"(2, (2, (2, (5, 263))))",233,38322
"(3, (3, (7, 167)))",5754,63569168
"(2, 5261)",148,10781
"(17, 619)",82738,933507240
"(2, (2, (3, 877)))",16396,113256195
"(5, (421, 5))",13843,126381395
"(2, (277, 19))",40453,383441232
"(3, (29, (11, 11)))",76100,696559061
"(2, (2, (2, (2, (2, (47, 7))))))",82863,443328223
10529,133,8547
"(2, ((3, 5), (3, (3, (3, 13)))))",30583,189921207
10531,133,7782
"(2, (2, 2633))",163,9071
"(3, 3511)",11166,123348455
"(2, (229, 23))",87353,816892126
"((5, (7, 7)), 43)",93398,443347996
"(2, (2, (2, (3, 439))))",9411,79881669
"(41, 257)",93766,926521241
"(2, (11, 479))",13629,133272599
"(3, (3, 1171))",68199,654333484
"(2, (2, ((17, 5), 31)))",29795,216593521
"(127, 83)",44266,457705350
"(2, (251, (7, 3)))",24136,144653243
"(13, 811)",49714,515709390
"(2, (2, (2, (2, 659))))",193,12970
"(3, ((19, 5), 37))",13626,80517392
"(2, 5273)",148,12264
"(53, 199)",38766,354363084
"(2, (2, (293, (3, 3))))",56929,369239726
"(7, (11, 137))",105069,675940467
"(2, (5, (5, 211)))",25358,144117243
"(3, 3517)",166,34419
"(2, (2, (2, 1319)))",178,8267
"(61, 173)",33266,317323384
"(2, (3, 1759))",26981,242736437
"(5, 2111)",11188,103637074
"(2, (2, (7, (29, 13))))",35671,179676963
"(3, (17, ((3, 3), 23)))",135109,849730494
"(2, 5279)",148,8322
10559,133,3080
"(2, (2, (2, (2, (2, (2, ((5, 11), 3)))))))",40159,168113887
"(59, 179)",110266,1136039214
"(2, 5281)",148,6712
"((3, 7), 503)",5721,61705945
"(2, (2, (139, 19)))",48868,357055342
"(5, 2113)",11188,104997487
"(2, (3, (3, 587)))",25314,171805998
10567,133,3841
"(2, (2, (2, 1321)))",178,7601
"((13, 271), 3)",81547,563992620
"(2, (7, (151, 5)))",21258,115079476
"(11, (31, 31))",699291,4194830053
"(2, (2, (3, 881)))",196,17162
"(97, 109)",71766,808380822
"(2, (17, 311))",20353,161534780
"(3, (5, ((5, 3), 47)))",27509,209768808
"(2, (2, (2, (2, 661))))",193,10899
"(7, 1511)",188,26280
"(2, (3, (41, 43)))",83114,508768536
"(71, 149)",115766,1283092373
"(2, (2, (5, (23, 23))))",26995,158415598
"(3, 3527)",11166,131532073
